Max Horizontal Resolution,Memory Technology,Installed Memory,Processor Speed,Processor,Manufacturer,Infrared,Bluetooth,Docking Station,Port Replicator,Fingerprint,Subwoofer,External Battery,CDMA,Operating System,Warranty-Days,Price
800,DDR2,2000,2000,Intel Core2 Duo,Sony,NO,YES,YES,YES,NO,NO,NO,NO,Vista_Business,365,1899.95
768,DDR2,1000,1060,Intel Core2 Duo,Sony,NO,YES,YES,YES,NO,NO,NO,NO,Vista_Business,365,1919
800,DDR2,1000,1660,Intel Core2 Duo,Toshiba,NO,YES,YES,YES,YES,NO,NO,NO,Vista_Business,365,849.99
800,DDR2,1000,1830,Intel Core2 Duo,Toshiba,NO,YES,YES,YES,YES,NO,NO,NO,Vista_Business,365,1019
768,DDR2,1000,1830,Intel Core2 Duo,Toshiba,NO,YES,YES,YES,YES,NO,NO,NO,Vista_Business,365,1195
800,DDR2,1000,1830,Intel Core2 Duo,Toshiba,NO,YES,NO,NO,YES,NO,NO,NO,Vista_Business,365,1199
1050,DDR2,2000,2000,Intel Core2 Duo,Toshiba,NO,YES,YES,YES,YES,NO,NO,NO,Vista_Business,1095,1618
900,DDR2,1000,2200,Intel Core2 Duo,Toshiba,NO,YES,YES,YES,YES,NO,NO,NO,Vista_Business,1095,1636.45
900,DDR2,2000,2200,Intel Core2 Duo,Toshiba,NO,NO,YES,YES,YES,NO,NO,NO,Vista_Business,1095,1784.91
800,DDR2,1000,1200,Intel Core2 Solo,Fujitsu,NO,NO,YES,YES,YES,NO,NO,NO,Vista_Business,365,1688
768,DDR2,1000,1330,Intel Core2 Solo,Sony,NO,YES,YES,YES,YES,NO,NO,NO,Vista_Business,365,1675
768,DDR2,2000,1330,Intel Core2 Solo,Sony,NO,YES,YES,YES,YES,NO,NO,NO,Vista_Business,365,1699
800,DDR2,512,1800,AMD Mobile Sempron,Acer,NO,NO,NO,NO,NO,NO,NO,NO,VistaHB:_Vista_Home_Basic,365,498
800,DDR2,512,1800,AMD Mobile Sempron,Acer,NO,NO,NO,NO,NO,NO,NO,NO,VistaHB:_Vista_Home_Basic,365,499
800,DDR2,512,1800,AMD Mobile Sempron,Acer,NO,NO,NO,NO,NO,NO,NO,NO,VistaHB:_Vista_Home_Basic,365,533
800,DDR2,512,1800,AMD Mobile Sempron,Dell,NO,NO,NO,NO,NO,NO,NO,NO,VistaHB:_Vista_Home_Basic,365,729
800,DDR2,512,1800,AMD Mobile Sempron,Dell,NO,NO,NO,NO,NO,NO,NO,NO,VistaHB:_Vista_Home_Basic,365,789.99
800,DDR2,512,1800,AMD Mobile Sempron,HP_(Hewlett-Packard),NO,NO,NO,NO,NO,NO,NO,NO,VistaHB:_Vista_Home_Basic,365,469.99
800,DDR2,512,1800,AMD Mobile Sempron,HP_(Hewlett-Packard),NO,NO,YES,YES,NO,NO,NO,NO,VistaHB:_Vista_Home_Basic,365,564.99
800,DDR2,512,1800,AMD Mobile Sempron,HP_(Hewlett-Packard),NO,NO,YES,YES,NO,NO,NO,NO,VistaHB:_Vista_Home_Basic,365,565
800,DDR2,512,1800,AMD Mobile Sempron,HP_(Hewlett-Packard),NO,NO,NO,NO,NO,NO,NO,NO,VistaHB:_Vista_Home_Basic,365,639.99
800,DDR2,512,1800,AMD Mobile Sempron,HP_(Hewlett-Packard),NO,NO,NO,NO,NO,NO,NO,NO,VistaHB:_Vista_Home_Basic,365,649.97
800,DDR2,512,2000,AMD Turion 64x2,Acer,NO,NO,NO,NO,NO,NO,NO,NO,VistaHB:_Vista_Home_Basic,365,549.99
800,DDR2,512,2000,AMD Turion 64x2,Acer,NO,NO,NO,NO,NO,NO,NO,NO,VistaHB:_Vista_Home_Basic,365,633.9
800,DDR2,512,2000,AMD Turion 64x2,Dell,NO,NO,NO,NO,NO,NO,NO,NO,VistaHB:_Vista_Home_Basic,365,698
768,DDR2,512,1600,AMD Turion 64x2,Fujitsu,NO,NO,NO,NO,NO,NO,NO,NO,VistaHB:_Vista_Home_Basic,365,1274
800,DDR2,512,1600,AMD Turion 64x2,HP_(Hewlett-Packard),YES,NO,YES,YES,NO,NO,NO,NO,VistaHB:_Vista_Home_Basic,365,589.99
800,DDR2,512,1600,AMD Turion 64x2,HP_(Hewlett-Packard),YES,YES,YES,YES,NO,NO,NO,NO,VistaHB:_Vista_Home_Basic,365,799.95
800,DDR2,512,1860,Intel Celeron,Acer,NO,NO,NO,NO,NO,NO,NO,NO,VistaHB:_Vista_Home_Basic,365,475.28
800,DDR2,512,1730,Intel Celeron,Acer,NO,NO,NO,NO,NO,NO,NO,NO,VistaHB:_Vista_Home_Basic,365,509
800,DDR2,512,1730,Intel Celeron,Gateway,NO,NO,NO,NO,NO,NO,NO,NO,VistaHB:_Vista_Home_Basic,365,499.99
800,DDR2,512,1600,Intel Celeron,HP_(Hewlett-Packard),NO,NO,NO,NO,NO,NO,NO,NO,VistaHB:_Vista_Home_Basic,365,474.99
800,DDR2,512,1600,Intel Celeron,HP_(Hewlett-Packard),NO,NO,NO,NO,NO,NO,NO,NO,VistaHB:_Vista_Home_Basic,365,529.95
800,DDR2,512,1860,Intel Celeron,HP_(Hewlett-Packard),NO,NO,NO,NO,NO,NO,NO,NO,VistaHB:_Vista_Home_Basic,365,549.95
800,DDR2,512,1600,Intel Celeron,HP_(Hewlett-Packard),NO,NO,NO,NO,NO,NO,NO,NO,VistaHB:_Vista_Home_Basic,365,614.99
800,DDR2,512,1600,Intel Celeron,HP_(Hewlett-Packard),NO,NO,NO,NO,NO,NO,NO,NO,VistaHB:_Vista_Home_Basic,365,614.99
800,DDR2,512,1730,Intel Celeron,Lenovo,NO,NO,NO,NO,NO,NO,NO,NO,VistaHB:_Vista_Home_Basic,365,669
800,DDR2,512,1600,Intel Celeron,Toshiba,NO,NO,NO,NO,NO,NO,NO,NO,VistaHB:_Vista_Home_Basic,365,495
800,DDR2,512,1600,Intel Celeron,Toshiba,NO,NO,NO,NO,NO,NO,NO,NO,VistaHB:_Vista_Home_Basic,365,584.99
800,DDR2,512,1600,Intel Celeron,Toshiba,NO,NO,NO,NO,NO,NO,NO,NO,VistaHB:_Vista_Home_Basic,365,599
800,DDR2,512,1600,Intel Celeron,Toshiba,NO,NO,NO,NO,NO,NO,NO,NO,VistaHB:_Vista_Home_Basic,365,599.97
800,DDR2,512,1600,Intel Core2 Duo,Dell,NO,YES,NO,NO,NO,NO,NO,NO,VistaHB:_Vista_Home_Basic,365,599
800,DDR2,512,1600,Intel Core2 Duo,Dell,YES,NO,NO,NO,NO,NO,NO,NO,VistaHB:_Vista_Home_Basic,365,599
800,DDR2,512,1660,Intel Core2 Duo,Dell,NO,NO,NO,NO,NO,NO,NO,NO,VistaHB:_Vista_Home_Basic,365,754
800,DDR2,512,1860,Intel Core2 Duo,Dell,NO,NO,NO,NO,NO,NO,NO,NO,VistaHB:_Vista_Home_Basic,365,754
800,DDR2,1000,1600,Intel Core2 Duo,Dell,NO,NO,NO,NO,NO,NO,NO,NO,VistaHB:_Vista_Home_Basic,365,795.99
800,DDR2,1000,1860,Intel Core2 Duo,Dell,NO,NO,NO,NO,NO,NO,NO,NO,VistaHB:_Vista_Home_Basic,365,848
800,DDR2,1000,1860,Intel Core2 Duo,Dell,NO,NO,NO,NO,NO,NO,NO,NO,VistaHB:_Vista_Home_Basic,365,849
800,DDR2,512,1600,Intel Core2 Duo,HP_(Hewlett-Packard),YES,NO,YES,YES,NO,NO,NO,NO,VistaHB:_Vista_Home_Basic,365,634
800,DDR2,2000,1830,Intel Core2 Duo,HP_(Hewlett-Packard),YES,NO,YES,YES,NO,NO,NO,NO,VistaHB:_Vista_Home_Basic,365,899.99
768,DDR2,1000,1600,Intel Core2 Duo,Lenovo,NO,YES,YES,YES,NO,NO,NO,YES,VistaHB:_Vista_Home_Basic,365,1409
800,DDR2,512,1600,Intel Core2 Duo,Toshiba,NO,NO,NO,NO,NO,NO,NO,NO,VistaHB:_Vista_Home_Basic,365,589.99
800,DDR2,1000,1600,Intel Pentium Dual-Core,Dell,NO,NO,NO,NO,NO,NO,NO,NO,VistaHB:_Vista_Home_Basic,365,799.99
800,DDR2,1000,1730,Intel Pentium Dual-Core,Toshiba,NO,NO,NO,NO,NO,NO,NO,NO,VistaHB:_Vista_Home_Basic,365,620
800,DDR2,1000,1730,Intel Pentium Dual-Core,Toshiba,NO,NO,NO,NO,NO,NO,NO,NO,VistaHB:_Vista_Home_Basic,365,635
800,DDR2,512,1730,Intel Pentium Dual-Core,Toshiba,NO,NO,NO,NO,NO,NO,NO,NO,VistaHB:_Vista_Home_Basic,365,639.97
800,DDR2,1000,1700,AMD Athlon 64x2 Doble Nucleo,Acer,NO,NO,NO,NO,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,649.99
900,DDR2,1000,1800,AMD Athlon 64x2 Doble Nucleo,Acer,NO,NO,NO,NO,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,749.99
800,DDR2,1000,1700,AMD Athlon 64x2 Doble Nucleo,HP_(Hewlett-Packard),NO,NO,NO,NO,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,629.98
800,DDR2,1000,1700,AMD Athlon 64x2 Doble Nucleo,HP_(Hewlett-Packard),YES,NO,YES,YES,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,679.99
800,DDR2,1000,2000,AMD Turion 64x2,Acer,NO,NO,NO,NO,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,499.95
800,DDR2,1000,2200,AMD Turion 64x2,Acer,NO,NO,NO,NO,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,599.99
800,DDR2,1000,1700,AMD Turion 64x2,Acer,NO,NO,NO,NO,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,618
800,DDR2,1000,1600,AMD Turion 64x2,Acer,NO,NO,NO,NO,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,627.97
800,DDR2,1000,2000,AMD Turion 64x2,Acer,NO,NO,NO,NO,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,649.99
800,DDR2,2000,1730,AMD Turion 64x2,Acer,NO,NO,NO,NO,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,786.96
900,DDR2,1000,2000,AMD Turion 64x2,Acer,NO,NO,NO,NO,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,833.27
900,DDR2,1000,1600,AMD Turion 64x2,Acer,NO,NO,NO,NO,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,843.79
900,DDR2,1000,1700,AMD Turion 64x2,Acer,NO,NO,NO,NO,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,848
800,DDR2,2000,2000,AMD Turion 64x2,Fujitsu,NO,YES,NO,NO,YES,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,1079
800,DDR2,2000,1800,AMD Turion 64x2,Fujitsu,NO,YES,NO,NO,YES,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,1213.98
800,DDR2,1000,1600,AMD Turion 64x2,Gateway,NO,NO,NO,NO,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,499.99
800,DDR2,1000,1600,AMD Turion 64x2,HP_(Hewlett-Packard),YES,NO,YES,YES,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,599
800,DDR2,1000,1600,AMD Turion 64x2,HP_(Hewlett-Packard),YES,NO,YES,YES,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,599.99
800,DDR2,1000,1600,AMD Turion 64x2,HP_(Hewlett-Packard),YES,NO,NO,NO,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,623.99
800,DDR2,1000,2000,AMD Turion 64x2,HP_(Hewlett-Packard),YES,NO,YES,YES,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,90,649.99
800,DDR2,1000,1600,AMD Turion 64x2,HP_(Hewlett-Packard),YES,NO,YES,YES,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,649.99
800,DDR2,1000,1800,AMD Turion 64x2,HP_(Hewlett-Packard),YES,YES,YES,YES,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,724.99
900,DDR2,1000,1600,AMD Turion 64x2,HP_(Hewlett-Packard),YES,NO,YES,YES,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,744.99
800,DDR2,1000,1600,AMD Turion 64x2,HP_(Hewlett-Packard),YES,NO,YES,YES,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,779.99
900,DDR2,1000,1600,AMD Turion 64x2,HP_(Hewlett-Packard),YES,NO,YES,YES,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,795
900,DDR2,1000,1800,AMD Turion 64x2,HP_(Hewlett-Packard),YES,NO,YES,YES,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,799.9
800,DDR2,1000,1600,AMD Turion 64x2,HP_(Hewlett-Packard),YES,NO,YES,YES,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,829.99
800,DDR2,1000,1900,AMD Turion 64x2,HP_(Hewlett-Packard),YES,NO,YES,YES,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,829.99
900,DDR2,2000,1600,AMD Turion 64x2,HP_(Hewlett-Packard),YES,NO,YES,YES,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,939.88
800,DDR2,2000,1800,AMD Turion 64x2,HP_(Hewlett-Packard),YES,NO,YES,YES,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,975
800,DDR2,1000,1600,AMD Turion 64x2,HP_(Hewlett-Packard),YES,YES,YES,YES,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,997.88
900,DDR2,1000,1600,AMD Turion 64x2,HP_(Hewlett-Packard),YES,NO,NO,NO,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,999.99
800,DDR2,2000,2200,AMD Turion 64x2,HP_(Hewlett-Packard),YES,NO,YES,YES,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,1022
800,DDR2,2000,1900,AMD Turion 64x2,HP_(Hewlett-Packard),YES,YES,YES,YES,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,1049.99
800,DDR2,2000,1800,AMD Turion 64x2,HP_(Hewlett-Packard),YES,NO,YES,YES,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,1109.99
900,DDR2,2000,2200,AMD Turion 64x2,HP_(Hewlett-Packard),YES,YES,YES,YES,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,1149.99
800,DDR2,2000,1800,AMD Turion 64x2,HP_(Hewlett-Packard),YES,NO,NO,NO,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,1299.99
800,DDR2,1000,1600,AMD Turion 64x2,Toshiba,NO,NO,NO,NO,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,699.99
800,DDR2,2000,1800,AMD Turion 64x2,Toshiba,NO,NO,NO,NO,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,699.99
800,DDR2,1000,1800,AMD Turion 64x2,Toshiba,NO,NO,YES,YES,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,779.99
800,DDR2,1000,1730,Intel Core2 Duo,Acer,NO,NO,NO,NO,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,649.99
800,DDR2,1000,1600,Intel Core2 Duo,Acer,NO,NO,NO,NO,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,717.74
800,DDR2,1000,1730,Intel Core2 Duo,Acer,NO,NO,NO,NO,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,749.99
900,DDR2,1000,2000,Intel Core2 Duo,Acer,NO,NO,NO,NO,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,799.99
800,DDR2,2000,1660,Intel Core2 Duo,Acer,NO,NO,NO,NO,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,799.99
800,DDR2,1000,1600,Intel Core2 Duo,Acer,NO,NO,NO,NO,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,899
800,DDR2,1000,1800,Intel Core2 Duo,Asus,NO,YES,NO,NO,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,1095,1106
800,DDR2,1000,1660,Intel Core2 Duo,Asus,NO,NO,NO,NO,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,720,1137.98
768,DDR2,1000,1660,Intel Core2 Duo,Asus,NO,YES,NO,NO,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,720,1186.99
768,DDR2,1000,2000,Intel Core2 Duo,Asus,NO,NO,NO,NO,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,720,1199.99
800,DDR2,1000,1800,Intel Core2 Duo,Asus,YES,YES,NO,NO,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,720,1206.62
800,DDR2,1000,1660,Intel Core2 Duo,Asus,NO,YES,NO,NO,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,720,1248.99
800,DDR2,1000,1660,Intel Core2 Duo,Asus,NO,NO,NO,NO,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,720,1341.98
900,DDR2,1000,2000,Intel Core2 Duo,Asus,YES,NO,NO,NO,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,720,1359
1050,DDR2,1000,2200,Intel Core2 Duo,Asus,NO,YES,NO,NO,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,720,1359.99
768,DDR2,1000,1660,Intel Core2 Duo,Asus,NO,YES,NO,NO,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,1436.79
1050,DDR2,2000,2200,Intel Core2 Duo,Asus,NO,YES,NO,NO,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,720,1687.99
900,DDR2,2000,2200,Intel Core2 Duo,Asus,NO,YES,NO,NO,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,720,1745.99
1200,DDR2,2000,2200,Intel Core2 Duo,Asus,NO,YES,NO,NO,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,720,1869.99
800,DDR2,1000,1600,Intel Core2 Duo,Dell,NO,NO,NO,NO,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,848
800,DDR2,1000,1830,Intel Core2 Duo,Dell,NO,NO,NO,NO,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,939
800,DDR2,1000,2000,Intel Core2 Duo,Dell,NO,NO,NO,NO,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,939
800,DDR2,2000,2000,Intel Core2 Duo,Dell,NO,NO,NO,NO,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,1099
800,DDR2,2000,2000,Intel Core2 Duo,Dell,NO,NO,NO,NO,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,1399.99
800,DDR2,2000,1500,Intel Core2 Duo,Dell,YES,NO,NO,NO,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,1499
800,DDR2,2000,1830,Intel Core2 Duo,Dell,NO,NO,NO,NO,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,1549.99
800,DDR2,1000,2000,Intel Core2 Duo,Fujitsu,NO,YES,NO,NO,YES,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,949
800,DDR2,2000,1800,Intel Core2 Duo,Fujitsu,NO,YES,NO,NO,YES,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,1199
900,DDR2,2000,1800,Intel Core2 Duo,Fujitsu,NO,NO,NO,NO,YES,YES,NO,NO,VistaHP:_Vista_Home_Premium,365,1445
800,DDR2,1000,1600,Intel Core2 Duo,Gateway,NO,NO,NO,NO,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,579
800,DDR2,1000,1600,Intel Core2 Duo,Gateway,NO,NO,NO,NO,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,90,599.99
800,DDR2,1000,2000,Intel Core2 Duo,Gateway,NO,NO,NO,NO,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,749.99
800,DDR2,2000,1600,Intel Core2 Duo,Gateway,NO,NO,NO,NO,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,769.99
900,DDR2,1000,1600,Intel Core2 Duo,Gateway,NO,NO,NO,NO,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,849.99
900,DDR2,1000,1660,Intel Core2 Duo,Gateway,NO,NO,NO,NO,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,999.99
1200,DDR2,2000,2000,Intel Core2 Duo,Gateway,NO,NO,NO,NO,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,1399.99
800,DDR2,2000,1730,Intel Core2 Duo,HP_(Hewlett-Packard),YES,NO,YES,YES,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,699
800,DDR2,1000,2000,Intel Core2 Duo,HP_(Hewlett-Packard),YES,NO,YES,YES,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,699.99
800,DDR2,1000,1600,Intel Core2 Duo,HP_(Hewlett-Packard),YES,NO,YES,YES,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,754.28
800,DDR2,1000,1730,Intel Core2 Duo,HP_(Hewlett-Packard),YES,NO,YES,YES,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,760.37
800,DDR2,1000,1600,Intel Core2 Duo,HP_(Hewlett-Packard),YES,NO,YES,YES,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,783
800,DDR2,2000,1660,Intel Core2 Duo,HP_(Hewlett-Packard),YES,NO,YES,YES,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,895
